Step : 1	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
Ca1+		960.57	300.00	19.21	19.21	30.00	30.00	86.61	40.00	1.00		0.00
Fe1+		1242.61	300.00	24.85	24.85	30.00	30.00	73.20	56.00	1.00		0.00
Step : 47	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		117.60	4.80	2.35	2.35	1.50	1.50	528.47	1.00	1.00		0.00
3He1+		205.61	4.25	4.11	4.11	1.50	1.50	305.11	3.00	1.00		0.00
He1+		236.86	4.15	4.74	4.74	1.50	1.50	264.24	4.00	1.00		0.00
C1+		429.72	2.35	8.59	8.59	1.50	1.50	152.56	12.00	1.00		0.00
O1+		506.22	1.85	10.12	10.12	1.50	1.50	132.12	16.00	1.00		0.00
N1+		470.72	2.09	9.41	9.41	1.50	1.50	141.24	14.00	1.00		0.00
Ne1+		569.24	1.64	11.38	11.38	1.50	1.50	118.17	20.00	1.00		0.00
Mg1+		633.85	1.51	12.68	12.68	1.50	1.50	107.87	24.00	1.00		0.00
Si1+		736.39	1.28	14.73	14.73	1.50	1.50	99.87	28.00	1.00		0.00
S1+		815.43	1.17	16.31	16.31	1.50	1.50	93.42	32.00	1.00		0.00
Ca1+		964.06	300.00	19.28	19.28	30.00	30.00	83.56	40.00	1.00		0.00
Fe1+		1247.75	300.00	24.95	24.95	30.00	30.00	70.62	56.00	1.00		0.00
Step : 48	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		117.84	4.78	2.36	2.36	1.50	1.50	509.84	1.00	1.00		0.00
3He1+		206.03	4.24	4.12	4.12	1.50	1.50	294.36	3.00	1.00		0.00
He1+		237.33	4.14	4.75	4.75	1.50	1.50	254.92	4.00	1.00		0.00
C1+		430.67	2.34	8.61	8.61	1.50	1.50	147.18	12.00	1.00		0.00
O1+		507.40	1.84	10.15	10.15	1.50	1.50	127.46	16.00	1.00		0.00
N1+		471.79	2.08	9.44	9.44	1.50	1.50	136.26	14.00	1.00		0.00
Ne1+		570.62	1.63	11.41	11.41	1.50	1.50	114.00	20.00	1.00		0.00
Mg1+		635.48	1.50	12.71	12.71	1.50	1.50	104.07	24.00	1.00		0.00
Si1+		738.51	1.28	14.77	14.77	1.50	1.50	96.35	28.00	1.00		0.00
S1+		817.94	1.16	16.36	16.36	1.50	1.50	90.13	32.00	1.00		0.00
Ca1+		967.34	300.00	19.35	19.35	30.00	30.00	80.61	40.00	1.00		0.00
Fe1+		1252.58	300.00	25.05	25.05	30.00	30.00	68.13	56.00	1.00		0.00
Step : 49	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		118.05	4.77	2.36	2.36	1.50	1.50	491.87	1.00	1.00		0.00
3He1+		206.41	4.22	4.13	4.13	1.50	1.50	283.98	3.00	1.00		0.00
He1+		237.76	4.12	4.76	4.76	1.50	1.50	245.93	4.00	1.00		0.00
C1+		431.56	2.33	8.63	8.63	1.50	1.50	141.99	12.00	1.00		0.00
O1+		508.50	1.83	10.17	10.17	1.50	1.50	122.97	16.00	1.00		0.00
N1+		472.79	2.07	9.46	9.46	1.50	1.50	131.46	14.00	1.00		0.00
Ne1+		571.92	1.63	11.44	11.44	1.50	1.50	109.98	20.00	1.00		0.00
Mg1+		637.01	1.49	12.74	12.74	1.50	1.50	100.40	24.00	1.00		0.00
Si1+		740.50	1.27	14.81	14.81	1.50	1.50	92.95	28.00	1.00		0.00
S1+		820.29	1.16	16.41	16.41	1.50	1.50	86.95	32.00	1.00		0.00
Ca1+		970.42	300.00	19.41	19.41	30.00	30.00	77.77	40.00	1.00		0.00
Fe1+		1257.13	300.00	25.14	25.14	30.00	30.00	65.73	56.00	1.00		0.00
Step : 50	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		118.26	4.75	2.37	2.37	1.50	1.50	474.52	1.00	1.00		0.00
3He1+		206.77	4.21	4.14	4.14	1.50	1.50	273.97	3.00	1.00		0.00
He1+		238.17	4.11	4.76	4.76	1.50	1.50	237.26	4.00	1.00		0.00
C1+		432.40	2.32	8.65	8.65	1.50	1.50	136.98	12.00	1.00		0.00
O1+		509.54	1.82	10.19	10.19	1.50	1.50	118.63	16.00	1.00		0.00
N1+		473.73	2.06	9.47	9.47	1.50	1.50	126.82	14.00	1.00		0.00
Ne1+		573.14	1.62	11.46	11.46	1.50	1.50	106.11	20.00	1.00		0.00
Mg1+		638.44	1.49	12.77	12.77	1.50	1.50	96.86	24.00	1.00		0.00
Si1+		742.36	1.27	14.85	14.85	1.50	1.50	89.68	28.00	1.00		0.00
S1+		822.50	1.15	16.45	16.45	1.50	1.50	83.88	32.00	1.00		0.00
Ca1+		973.31	300.00	19.47	19.47	30.00	30.00	75.03	40.00	1.00		0.00
Fe1+		1261.41	300.00	25.23	25.23	30.00	30.00	63.41	56.00	1.00		0.00
Step : 51	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		118.45	4.74	2.37	2.37	1.50	1.50	457.79	1.00	1.00		0.00
3He1+		207.11	4.20	4.14	4.14	1.50	1.50	264.31	3.00	1.00		0.00
He1+		238.55	4.09	4.77	4.77	1.50	1.50	228.90	4.00	1.00		0.00
C1+		433.18	2.31	8.66	8.66	1.50	1.50	132.15	12.00	1.00		0.00
O1+		510.51	1.82	10.21	10.21	1.50	1.50	114.45	16.00	1.00		0.00
N1+		474.61	2.05	9.49	9.49	1.50	1.50	122.35	14.00	1.00		0.00
Ne1+		574.28	1.61	11.49	11.49	1.50	1.50	102.37	20.00	1.00		0.00
Mg1+		639.78	1.48	12.80	12.80	1.50	1.50	93.45	24.00	1.00		0.00
Si1+		744.11	1.26	14.88	14.88	1.50	1.50	86.51	28.00	1.00		0.00
S1+		824.57	1.15	16.49	16.49	1.50	1.50	80.93	32.00	1.00		0.00
Ca1+		976.02	300.00	19.52	19.52	30.00	30.00	72.38	40.00	1.00		0.00
Fe1+		1265.42	300.00	25.31	25.31	30.00	30.00	61.17	56.00	1.00		0.00
Step : 52	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		118.62	4.72	2.37	2.37	1.50	1.50	441.65	1.00	1.00		0.00
3He1+		207.42	4.18	4.15	4.15	1.50	1.50	254.99	3.00	1.00		0.00
He1+		238.91	4.08	4.78	4.78	1.50	1.50	220.83	4.00	1.00		0.00
C1+		433.91	2.30	8.68	8.68	1.50	1.50	127.49	12.00	1.00		0.00
O1+		511.41	1.81	10.23	10.23	1.50	1.50	110.41	16.00	1.00		0.00
N1+		475.43	2.05	9.51	9.51	1.50	1.50	118.04	14.00	1.00		0.00
Ne1+		575.35	1.61	11.51	11.51	1.50	1.50	98.76	20.00	1.00		0.00
Mg1+		641.03	1.48	12.82	12.82	1.50	1.50	90.15	24.00	1.00		0.00
Si1+		745.75	1.26	14.91	14.91	1.50	1.50	83.46	28.00	1.00		0.00
S1+		826.51	1.14	16.53	16.53	1.50	1.50	78.07	32.00	1.00		0.00
Ca1+		978.56	300.00	19.57	19.57	30.00	30.00	69.83	40.00	1.00		0.00
Fe1+		1269.19	300.00	25.38	25.38	30.00	30.00	59.02	56.00	1.00		0.00
Step : 53	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		118.79	4.71	2.38	2.38	1.50	1.50	426.08	1.00	1.00		0.00
3He1+		207.72	4.17	4.15	4.15	1.50	1.50	246.00	3.00	1.00		0.00
He1+		239.25	4.07	4.78	4.78	1.50	1.50	213.04	4.00	1.00		0.00
C1+		434.59	2.29	8.69	8.69	1.50	1.50	123.00	12.00	1.00		0.00
O1+		512.26	1.80	10.25	10.25	1.50	1.50	106.52	16.00	1.00		0.00
N1+		476.20	2.04	9.52	9.52	1.50	1.50	113.87	14.00	1.00		0.00
Ne1+		576.35	1.60	11.53	11.53	1.50	1.50	95.27	20.00	1.00		0.00
Mg1+		642.21	1.48	12.84	12.84	1.50	1.50	86.97	24.00	1.00		0.00
Si1+		747.28	1.26	14.95	14.95	1.50	1.50	80.52	28.00	1.00		0.00
S1+		828.32	1.14	16.57	16.57	1.50	1.50	75.32	32.00	1.00		0.00
Ca1+		980.95	300.00	19.62	19.62	30.00	30.00	67.37	40.00	1.00		0.00
Fe1+		1272.73	300.00	25.45	25.45	30.00	30.00	56.94	56.00	1.00		0.00
Step : 54	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		118.95	4.70	2.38	2.38	1.50	1.50	411.06	1.00	1.00		0.00
3He1+		207.99	4.16	4.16	4.16	1.50	1.50	237.32	3.00	1.00		0.00
He1+		239.56	4.06	4.79	4.79	1.50	1.50	205.53	4.00	1.00		0.00
C1+		435.23	2.29	8.70	8.70	1.50	1.50	118.66	12.00	1.00		0.00
O1+		513.06	1.80	10.26	10.26	1.50	1.50	102.76	16.00	1.00		0.00
N1+		476.92	2.03	9.54	9.54	1.50	1.50	109.86	14.00	1.00		0.00
Ne1+		577.29	1.60	11.55	11.55	1.50	1.50	91.91	20.00	1.00		0.00
Mg1+		643.31	1.47	12.87	12.87	1.50	1.50	83.91	24.00	1.00		0.00
Si1+		748.72	1.25	14.97	14.97	1.50	1.50	77.68	28.00	1.00		0.00
S1+		830.02	1.14	16.60	16.60	1.50	1.50	72.66	32.00	1.00		0.00
Ca1+		983.18	300.00	19.66	19.66	30.00	30.00	64.99	40.00	1.00		0.00
Fe1+		1276.04	300.00	25.52	25.52	30.00	30.00	54.93	56.00	1.00		0.00
Step : 55	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		119.09	4.69	2.38	2.38	1.50	1.50	396.56	1.00	1.00		0.00
3He1+		208.25	4.15	4.16	4.16	1.50	1.50	228.96	3.00	1.00		0.00
He1+		239.85	4.05	4.80	4.80	1.50	1.50	198.28	4.00	1.00		0.00
C1+		435.83	2.28	8.72	8.72	1.50	1.50	114.48	12.00	1.00		0.00
O1+		513.80	1.79	10.28	10.28	1.50	1.50	99.14	16.00	1.00		0.00
N1+		477.59	2.03	9.55	9.55	1.50	1.50	105.99	14.00	1.00		0.00
Ne1+		578.16	1.60	11.56	11.56	1.50	1.50	88.67	20.00	1.00		0.00
Mg1+		644.33	1.47	12.89	12.89	1.50	1.50	80.95	24.00	1.00		0.00
Si1+		750.06	1.25	15.00	15.00	1.50	1.50	74.94	28.00	1.00		0.00
S1+		831.62	1.14	16.63	16.63	1.50	1.50	70.10	32.00	1.00		0.00
Ca1+		985.28	300.00	19.71	19.71	30.00	30.00	62.70	40.00	1.00		0.00
Fe1+		1279.15	300.00	25.58	25.58	30.00	30.00	52.99	56.00	1.00		0.00
Step : 56	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		119.23	4.68	2.38	2.38	1.50	1.50	382.58	1.00	1.00		0.00
3He1+		208.49	4.14	4.17	4.17	1.50	1.50	220.88	3.00	1.00		0.00
He1+		240.12	4.04	4.80	4.80	1.50	1.50	191.29	4.00	1.00		0.00
C1+		436.39	2.27	8.73	8.73	1.50	1.50	110.44	12.00	1.00		0.00
O1+		514.49	1.79	10.29	10.29	1.50	1.50	95.65	16.00	1.00		0.00
N1+		478.22	2.02	9.56	9.56	1.50	1.50	102.25	14.00	1.00		0.00
Ne1+		578.98	1.59	11.58	11.58	1.50	1.50	85.55	20.00	1.00		0.00
Mg1+		645.30	1.47	12.91	12.91	1.50	1.50	78.09	24.00	1.00		0.00
Si1+		751.32	1.25	15.03	15.03	1.50	1.50	72.30	28.00	1.00		0.00
S1+		833.11	1.13	16.66	16.66	1.50	1.50	67.63	32.00	1.00		0.00
Ca1+		987.23	300.00	19.74	19.74	30.00	30.00	60.49	40.00	1.00		0.00
Fe1+		1282.06	300.00	25.64	25.64	30.00	30.00	51.12	56.00	1.00		0.00
Step : 57	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		119.35	4.67	2.39	2.39	1.50	1.50	369.09	1.00	1.00		0.00
3He1+		208.71	4.13	4.17	4.17	1.50	1.50	213.09	3.00	1.00		0.00
He1+		240.38	4.03	4.81	4.81	1.50	1.50	184.55	4.00	1.00		0.00
C1+		436.91	2.27	8.74	8.74	1.50	1.50	106.55	12.00	1.00		0.00
O1+		515.14	1.79	10.30	10.30	1.50	1.50	92.27	16.00	1.00		0.00
N1+		478.81	2.02	9.58	9.58	1.50	1.50	98.64	14.00	1.00		0.00
Ne1+		579.74	1.59	11.59	11.59	1.50	1.50	82.53	20.00	1.00		0.00
Mg1+		646.19	1.46	12.92	12.92	1.50	1.50	75.34	24.00	1.00		0.00
Si1+		752.49	1.24	15.05	15.05	1.50	1.50	69.75	28.00	1.00		0.00
S1+		834.50	1.13	16.69	16.69	1.50	1.50	65.25	32.00	1.00		0.00
Ca1+		989.07	300.00	19.78	19.78	30.00	30.00	58.36	40.00	1.00		0.00
Fe1+		1284.78	300.00	25.70	25.70	30.00	30.00	49.32	56.00	1.00		0.00
Step : 58	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		119.47	4.66	2.39	2.39	1.50	1.50	356.08	1.00	1.00		0.00
3He1+		208.92	4.13	4.18	4.18	1.50	1.50	205.58	3.00	1.00		0.00
He1+		240.62	4.03	4.81	4.81	1.50	1.50	178.04	4.00	1.00		0.00
C1+		437.39	2.26	8.75	8.75	1.50	1.50	102.79	12.00	1.00		0.00
O1+		515.75	1.78	10.31	10.31	1.50	1.50	89.02	16.00	1.00		0.00
N1+		479.35	2.01	9.59	9.59	1.50	1.50	95.17	14.00	1.00		0.00
Ne1+		580.45	1.59	11.61	11.61	1.50	1.50	79.62	20.00	1.00		0.00
Mg1+		647.03	1.46	12.94	12.94	1.50	1.50	72.68	24.00	1.00		0.00
Si1+		753.59	1.24	15.07	15.07	1.50	1.50	67.29	28.00	1.00		0.00
S1+		835.80	1.13	16.72	16.72	1.50	1.50	62.95	32.00	1.00		0.00
Ca1+		990.78	300.00	19.82	19.82	30.00	30.00	56.30	40.00	1.00		0.00
Fe1+		1287.33	300.00	25.75	25.75	30.00	30.00	47.58	56.00	1.00		0.00
