S    6.80  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.575  -3.359  -2.116  -1.144  -0.041  -1.996  -4.651
S    6.90  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.926  -2.463  -1.283  -0.045  -1.380  -3.346
S    7.00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.458  -2.795  -1.424  -0.079  -0.913  -2.307
S    7.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.154  -1.605  -0.165  -0.587  -1.504
S    7.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.580  -1.863  -0.328  -0.403  -0.918
S    7.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.092  -2.217  -0.581  -0.359  -0.532
S    7.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.676  -2.649  -0.908  -0.425  -0.303
S    7.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.123  -1.271  -0.554  -0.176
S    7.60  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.611  -1.639  -0.710  -0.107
S    7.70  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.087  -1.995  -0.872  -0.068
S    7.80  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.545  -2.333  -1.030  -0.045
S    7.90  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.651  -1.180  -0.031
S    8.00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.952  -1.323  -0.022
S    8.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.236  -1.458  -0.016
S    8.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.510  -1.586  -0.012
S    8.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.780  -1.716  -0.009
S    8.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.031  -1.835  -0.006
S    8.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.270  -1.949  -0.005
